Geneid,Ctr_S1,Ctr_S2,Ctr_S7,Ctr_S13,RS_S6,RS_S9,RS_S12,RS_S16
ENSG00000255154,0,1,2,3,0,0,0,0
ENSG00000234548,0,0,0,0,0,0,0,0
ENSG00000224406,0,0,0,0,0,0,0,0
ENSG00000226859,0,0,0,0,2,0,0,0
ENSG00000213139,11,17,6,15,5,5,4,11
ENSG00000113838,103,153,149,142,63,50,79,72
ENSG00000283149,0,0,0,0,0,0,0,0
ENSG00000283390,0,0,0,0,0,0,0,0
ENSG00000145192,0,1,0,2,0,0,0,2
ENSG00000275696,0,0,0,0,0,0,0,0
ENSG00000090512,0,0,0,1,0,0,1,0
ENSG00000113905,0,0,0,0,0,1,0,0
ENSG00000225175,0,0,0,0,0,0,0,0
ENSG00000226724,0,0,0,0,0,0,0,0
ENSG00000225310,0,0,0,0,0,0,0,0
ENSG00000237990,0,0,0,0,0,0,0,0
ENSG00000091181,0,0,0,0,0,0,0,0
ENSG00000253049,0,0,0,0,0,0,0,0
ENSG00000067560,5856,6880,5916,7334,4841,4007,5953,5645
ENSG00000177646,495,679,593,669,530,285,392,300
ENSG00000249505,0,0,0,0,0,0,0,0
ENSG00000169704,0,0,0,0,0,0,0,0
ENSG00000172780,19,22,24,30,43,6,30,23
ENSG00000261796,0,0,0,0,0,0,0,0
ENSG00000273174,3,6,2,3,11,4,2,7
ENSG00000240682,140,155,133,133,67,74,94,82
ENSG00000273437,4,0,2,3,0,0,1,0
ENSG00000230530,3,2,2,0,0,0,4,0
ENSG00000279017,0,0,0,0,0,0,0,0
ENSG00000285788,0,0,0,0,0,0,0,0
ENSG00000236930,0,0,0,0,0,0,0,0
ENSG00000172215,2,3,6,5,6,1,4,4
ENSG00000226933,0,1,2,0,1,1,0,0
ENSG00000251727,0,0,0,0,0,0,0,0
ENSG00000184500,409,288,658,515,359,314,786,278
ENSG00000201339,0,0,0,0,0,0,0,0
ENSG00000200366,0,1,0,0,0,0,0,0
ENSG00000239614,0,0,0,0,0,0,0,0
ENSG00000178750,1,0,2,0,0,0,0,1
ENSG00000178700,115,317,147,135,189,62,164,134
ENSG00000178694,102,248,159,213,192,93,128,100
ENSG00000242457,0,2,1,1,0,0,1,1
ENSG00000169379,211,278,279,223,158,119,161,116
ENSG00000235787,0,0,0,0,0,0,0,0
ENSG00000114812,6,483,7,1823,34,0,24,1557
ENSG00000232354,0,10,0,53,0,0,0,36
ENSG00000093183,775,973,906,873,665,484,648,597
ENSG00000008324,90,99,104,120,90,36,74,54
ENSG00000287629,1,0,0,0,0,3,1,3
ENSG00000240203,0,0,0,0,0,0,0,0
ENSG00000157119,0,0,0,0,0,0,0,0
ENSG00000010282,0,0,0,0,1,0,0,0
ENSG00000285539,0,0,0,0,0,0,0,0
ENSG00000230970,0,0,0,0,0,0,0,0
ENSG00000244607,2,2,3,1,1,0,4,2
ENSG00000280571,0,0,0,0,0,0,0,0
ENSG00000287417,0,0,0,0,0,0,0,0
ENSG00000173811,0,0,2,1,0,0,3,0
ENSG00000181061,733,1074,653,1046,787,418,676,748
ENSG00000235288,0,0,0,0,0,0,0,0
ENSG00000144648,0,0,0,0,0,1,4,3
ENSG00000180432,0,0,0,0,0,0,1,0
ENSG00000236459,0,1,0,0,0,0,0,0
ENSG00000114853,653,577,569,655,553,503,895,832
ENSG00000173389,0,0,0,0,0,0,0,0
ENSG00000184345,0,0,0,0,0,0,0,0
ENSG00000241789,0,0,0,0,0,0,0,0
ENSG00000235455,0,0,0,0,0,0,0,0
ENSG00000214681,0,0,0,0,0,0,0,0
ENSG00000041880,379,470,252,341,527,363,273,223
ENSG00000216135,0,0,0,0,0,0,0,0
ENSG00000283036,0,0,0,0,0,0,0,0
ENSG00000214825,0,0,1,0,0,0,0,0
ENSG00000277509,0,0,0,0,0,0,0,0
ENSG00000196345,46,67,34,52,38,39,44,30
ENSG00000144792,11,43,24,27,32,3,20,15
ENSG00000186448,264,387,254,295,265,130,192,239
ENSG00000169981,90,144,115,112,109,55,105,63
ENSG00000272077,9,8,14,17,4,3,11,7
ENSG00000235805,0,0,0,0,0,0,1,0
ENSG00000185313,0,0,0,0,0,0,0,2
ENSG00000131375,450,795,481,612,440,232,433,412
ENSG00000224660,53,47,53,59,32,36,69,36
ENSG00000131370,177,108,227,259,139,207,313,153
ENSG00000201162,0,0,0,0,0,0,0,0
ENSG00000226427,1,0,2,1,1,0,0,0
ENSG00000206562,226,311,294,260,259,166,239,222
ENSG00000144597,187,526,232,318,433,187,259,257
ENSG00000206926,0,0,0,0,0,0,0,0
ENSG00000206561,5,13,4,10,10,15,12,8
ENSG00000263573,0,0,0,0,0,0,0,0
ENSG00000241064,0,0,0,0,0,0,0,0
ENSG00000131373,178,258,159,212,168,111,126,151
ENSG00000264354,0,0,0,0,0,0,0,0
ENSG00000263740,0,0,0,0,0,0,0,0
ENSG00000012171,157,90,324,136,131,193,410,121
ENSG00000283848,0,0,0,0,0,0,0,0
ENSG00000179564,0,0,0,0,1,0,0,0
ENSG00000186792,27,74,36,56,63,38,51,90
ENSG00000243477,72,117,99,105,94,50,69,66
ENSG00000237653,0,0,0,0,0,0,0,0
ENSG00000232353,0,0,0,0,0,0,0,0
ENSG00000287178,0,0,0,0,0,0,0,0
ENSG00000222583,0,0,0,0,0,0,0,0
ENSG00000231383,0,0,0,0,0,0,0,0
ENSG00000230126,0,0,0,0,0,0,0,0
ENSG00000226709,0,0,0,0,0,0,0,0
ENSG00000238902,0,0,0,0,0,0,0,0
ENSG00000200184,0,0,0,0,0,0,0,0
ENSG00000090520,714,1488,802,1198,713,448,836,1107
ENSG00000154743,170,130,180,108,100,115,134,55
ENSG00000288679,0,0,0,0,0,0,0,0
ENSG00000164050,261,598,426,484,339,261,766,601
ENSG00000164051,131,163,172,182,173,74,132,102
ENSG00000232112,94,103,117,94,86,56,103,63
ENSG00000244380,0,0,0,1,0,0,0,0
ENSG00000213689,0,0,0,0,0,0,0,0
ENSG00000114268,94,219,83,98,158,170,257,323
ENSG00000278799,0,0,0,0,0,0,0,0
ENSG00000145040,5,10,5,10,20,1,2,12
ENSG00000284251,0,0,0,0,0,0,0,0
ENSG00000183396,0,0,0,0,0,0,0,0
ENSG00000225697,142,263,181,252,190,103,156,165
ENSG00000284364,0,0,0,0,0,0,0,0
ENSG00000008300,28,38,29,23,86,61,40,51
ENSG00000284575,0,0,0,0,0,0,0,0
ENSG00000213672,200,326,273,234,364,168,328,264
ENSG00000228350,1,0,0,1,0,0,0,2
ENSG00000271973,2,0,0,1,1,0,1,1
ENSG00000068745,488,835,566,573,549,349,398,486
ENSG00000114270,310,1051,390,893,1243,83,283,688
ENSG00000075975,214,286,217,219,223,158,179,190
ENSG00000172667,1065,2263,1280,1539,2128,680,1482,1611
ENSG00000200616,0,0,0,0,0,0,0,0
ENSG00000229102,0,0,0,0,0,0,0,0
ENSG00000121879,679,1299,767,780,692,508,616,495
ENSG00000241553,993,1244,924,1478,818,508,896,778
ENSG00000163964,317,311,364,384,253,179,251,243
ENSG00000197763,117,83,105,136,74,89,153,97
ENSG00000179097,53,2,15,10,19,32,15,17
ENSG00000114779,571,346,411,483,420,271,474,459
ENSG00000239732,0,0,0,0,0,0,0,0
ENSG00000163918,222,235,396,294,112,50,57,66
ENSG00000180044,19,19,39,41,26,16,22,7
ENSG00000232382,0,0,0,0,0,0,0,0
ENSG00000144681,138,298,146,316,175,144,190,642
ENSG00000198398,0,0,0,0,0,0,0,0
ENSG00000231213,0,0,0,0,0,0,0,0
ENSG00000144852,3,0,1,2,2,0,1,1
ENSG00000113889,0,0,0,0,0,0,0,0
ENSG00000234325,0,0,1,0,0,0,0,0
ENSG00000235947,0,1,0,0,0,0,1,0
ENSG00000275981,0,0,0,0,0,0,0,0
ENSG00000010319,0,1,0,3,0,3,0,3
ENSG00000114854,3,1,0,11,1,1,4,10
ENSG00000010322,971,1233,1001,1191,1078,865,1125,1129
ENSG00000114841,116,78,97,144,70,97,119,97
ENSG00000076201,836,1053,1143,1194,876,620,875,652
ENSG00000276925,0,0,0,0,0,0,0,1
ENSG00000163832,237,281,319,296,212,111,194,171
ENSG00000244732,0,0,0,0,0,0,0,0
ENSG00000114646,2,2,1,0,2,0,4,1
ENSG00000214773,0,0,0,0,0,0,0,0
ENSG00000235695,1,0,0,1,0,1,0,0
ENSG00000239716,0,0,0,0,0,0,0,0
ENSG00000241723,1,0,0,0,0,1,0,0
ENSG00000277143,0,0,0,0,0,0,0,0
ENSG00000243314,0,0,0,0,0,0,0,0
ENSG00000243150,0,0,0,0,0,0,0,0
ENSG00000243025,1,0,1,0,0,0,0,0
ENSG00000243165,0,0,0,0,0,0,0,0
ENSG00000174891,189,246,254,212,155,100,145,198
ENSG00000113971,93,137,121,121,105,60,109,76
ENSG00000132153,851,1266,1079,1311,823,455,790,702
ENSG00000274420,0,0,0,0,0,1,0,0
ENSG00000221585,1,0,0,0,0,0,0,0
ENSG00000199591,0,0,0,0,0,0,0,0
ENSG00000224895,0,0,0,0,0,0,1,0
ENSG00000270285,0,0,1,0,0,0,0,0
ENSG00000265078,0,0,0,0,0,0,0,0
ENSG00000236768,0,0,0,0,0,0,0,0
ENSG00000164045,104,138,237,259,80,35,40,17
ENSG00000235627,0,0,0,0,0,0,0,0
ENSG00000253056,0,0,0,0,0,0,0,0
ENSG00000231884,1,0,0,0,1,0,0,0
ENSG00000265483,0,0,0,0,0,0,0,0
ENSG00000164047,1,0,1,0,0,0,0,0
ENSG00000164048,107,100,126,129,83,65,121,110
ENSG00000229759,0,0,0,1,0,1,0,0
ENSG00000199476,0,0,0,0,0,0,0,0
ENSG00000172113,257,228,250,179,204,113,183,135
ENSG00000228638,0,0,0,0,0,0,0,0
ENSG00000252466,0,0,0,0,0,0,0,0
ENSG00000164049,0,0,0,0,1,0,0,0
ENSG00000277483,0,0,0,0,0,0,0,0
ENSG00000164053,120,143,188,196,86,75,90,80
ENSG00000280053,0,0,0,0,0,0,1,0
ENSG00000114554,2888,2363,3218,3313,1785,1976,3088,2837
ENSG00000242390,0,0,0,0,0,0,0,0
ENSG00000252745,0,0,0,0,0,0,0,0
ENSG00000120756,22,12,35,38,16,8,8,26
ENSG00000239641,0,0,0,0,0,0,0,0
ENSG00000199319,0,0,0,0,0,0,0,0
ENSG00000251787,0,0,0,0,0,0,1,0
ENSG00000163710,1303,1000,648,1248,706,1499,1799,1306
ENSG00000240950,6,2,2,6,5,1,1,2
ENSG00000188582,14,35,16,17,21,26,32,15
ENSG00000241592,0,0,0,0,0,0,0,0
ENSG00000272477,0,0,0,0,0,0,0,0
ENSG00000236570,1,1,3,1,3,0,2,1
ENSG00000251761,0,0,0,0,0,0,0,0
ENSG00000081307,639,1075,706,889,588,337,606,578
ENSG00000232535,0,0,0,0,0,0,0,0
ENSG00000163719,294,345,314,321,291,184,283,208
ENSG00000287878,3,6,4,2,4,3,2,2
ENSG00000249225,0,0,0,0,0,0,0,0
ENSG00000248365,0,0,0,0,0,0,0,0
ENSG00000231192,0,0,0,0,0,0,0,0
ENSG00000236032,0,0,0,0,0,0,0,0
ENSG00000249321,0,0,0,0,0,0,0,0
ENSG00000249975,0,0,0,0,0,0,0,0
ENSG00000248507,0,0,0,0,0,0,0,0
ENSG00000187900,0,0,0,0,0,0,0,0
ENSG00000230301,0,0,0,0,0,0,0,0
ENSG00000156983,272,430,402,436,307,220,262,240
ENSG00000011376,348,438,483,548,390,184,325,307
ENSG00000232455,0,0,0,0,0,0,0,0
ENSG00000144791,192,206,251,241,202,129,196,128
ENSG00000229515,0,0,0,0,0,0,0,0
ENSG00000163823,0,0,0,1,0,0,3,0
ENSG00000236736,0,0,0,0,0,0,0,0
ENSG00000121807,0,0,0,0,0,0,0,0
ENSG00000121797,0,0,1,1,2,5,1,0
ENSG00000283646,0,0,0,0,1,0,0,0
ENSG00000283473,0,0,0,0,0,0,0,0
ENSG00000288717,1,0,1,0,0,1,0,1
ENSG00000288703,0,0,0,0,0,0,0,0
ENSG00000183625,0,0,0,1,0,0,0,0
ENSG00000288724,0,0,0,0,0,0,0,0
ENSG00000012223,0,0,0,7,1,0,0,11
ENSG00000163825,0,0,0,0,0,0,0,0
ENSG00000163827,59,93,69,163,28,18,95,56
ENSG00000288718,0,0,0,0,1,0,0,1
ENSG00000163703,23,76,24,44,67,26,50,103
ENSG00000132170,285,69,274,78,22,90,157,45
ENSG00000286531,0,0,0,1,0,0,0,0
ENSG00000272886,394,696,376,495,375,243,298,335
ENSG00000274967,0,0,0,0,1,0,0,0
ENSG00000207109,0,0,0,0,0,0,0,0
ENSG00000212608,0,0,0,0,0,0,0,0
ENSG00000227224,0,0,0,0,0,0,0,0
ENSG00000251987,0,0,0,0,0,0,0,0
ENSG00000271916,0,0,0,0,0,0,0,0
ENSG00000016391,2,0,0,3,4,0,1,0
ENSG00000056736,14,33,36,19,23,16,25,18
ENSG00000271976,37,49,33,35,22,27,27,21
ENSG00000113812,365,591,421,368,356,246,349,267
ENSG00000144554,238,170,439,339,79,52,64,28
ENSG00000276656,0,0,0,0,0,0,0,0
ENSG00000252751,0,0,0,0,0,0,0,0
ENSG00000260391,0,0,0,0,0,0,0,0
ENSG00000114491,379,357,482,493,311,237,329,276
ENSG00000265981,0,0,0,0,0,0,0,0
ENSG00000242199,0,0,0,0,0,0,1,0
ENSG00000082781,7936,5770,9288,9670,4841,6266,15653,8354
ENSG00000244286,0,0,1,0,0,0,0,0
ENSG00000280042,2,0,3,1,0,0,1,0
ENSG00000276626,0,0,0,0,0,0,0,0
ENSG00000243986,1,0,0,0,0,0,0,0
ENSG00000173702,0,101,3,14,12,0,22,31
ENSG00000288713,0,0,0,0,0,0,0,0
ENSG00000270772,0,0,0,0,0,0,0,0
ENSG00000213509,0,0,0,0,0,0,0,0
ENSG00000136068,6388,3935,7494,7166,3650,6225,5407,5128
ENSG00000160145,1,12,25,2,10,2,6,4
ENSG00000240902,0,0,0,0,0,0,0,0
ENSG00000064835,0,0,0,0,0,0,0,0
ENSG00000284624,1,0,0,0,0,0,3,0
ENSG00000284660,0,0,0,0,0,0,0,0
ENSG00000272840,0,0,0,0,0,0,0,0
ENSG00000239804,0,0,0,0,0,0,0,0
ENSG00000221737,0,0,0,0,0,0,0,0
ENSG00000242229,0,0,0,0,0,0,0,0
ENSG00000287617,0,0,0,0,0,2,0,0
ENSG00000241346,0,0,0,0,0,0,0,0
ENSG00000241288,16,12,19,17,21,8,17,13
ENSG00000241278,1,1,4,0,0,1,1,1
ENSG00000248787,2,1,2,3,2,3,0,1
ENSG00000241439,0,0,0,0,0,0,0,0
ENSG00000114547,0,0,0,0,0,0,0,0
ENSG00000248607,0,0,0,0,0,0,0,0
ENSG00000242103,0,0,0,0,0,0,0,0
ENSG00000287022,0,0,0,0,0,0,0,0
ENSG00000051341,212,176,385,285,68,51,51,20
ENSG00000242445,0,2,0,0,1,1,0,1
ENSG00000186103,0,0,0,0,0,0,0,0
ENSG00000163833,0,0,0,0,0,0,0,0
ENSG00000235830,0,0,0,0,0,0,1,0
ENSG00000254485,0,3,0,0,0,0,1,0
ENSG00000214041,0,2,1,0,0,1,0,0
ENSG00000134077,397,495,483,451,405,214,345,323
ENSG00000156959,2,0,2,1,0,1,2,0
ENSG00000235338,0,0,0,0,0,0,0,0
ENSG00000068028,492,525,466,514,480,252,420,343
ENSG00000053524,1,16,4,6,13,0,4,12
ENSG00000214706,569,610,764,766,412,328,440,300
ENSG00000152601,3765,3631,4635,3697,2804,1927,3474,2266
ENSG00000163515,0,0,0,0,0,0,0,0
ENSG00000144671,0,3,0,2,2,2,1,3
ENSG00000170044,2,205,0,18,22,1,25,107
ENSG00000225526,0,3,0,1,0,0,1,1
ENSG00000171148,1232,1304,1281,1480,824,725,988,834
ENSG00000144644,1,0,0,1,0,0,0,2
ENSG00000172969,0,0,1,0,0,2,0,0
ENSG00000150995,185,338,374,277,329,297,364,428
ENSG00000154928,218,55,177,121,73,180,57,31
ENSG00000114654,0,0,0,0,0,0,0,0
ENSG00000172995,5,35,50,73,17,3,24,50
ENSG00000144857,271,444,565,96,148,399,480,113
ENSG00000177311,1621,4784,2275,3497,4146,1095,1671,2676
ENSG00000163946,1074,1216,1116,970,1033,687,807,565
ENSG00000114124,0,1,0,0,2,0,1,1
ENSG00000131389,232,505,218,657,235,121,215,486
ENSG00000188729,0,2,1,0,0,1,2,0
ENSG00000168386,246,673,250,439,474,186,410,821
ENSG00000181789,3471,4991,3241,4622,3262,2366,3560,3475
ENSG00000278658,0,0,0,0,0,0,0,0
ENSG00000286729,6,4,5,6,3,1,6,3
ENSG00000183624,323,351,439,371,257,136,283,218
ENSG00000206417,15,15,27,17,7,7,4,10
ENSG00000248916,0,0,0,0,0,0,0,0
ENSG00000270492,0,0,0,0,0,0,0,0
ENSG00000270773,0,0,0,0,0,0,0,0
ENSG00000244932,4,6,3,7,3,4,6,6
ENSG00000207088,0,0,0,1,0,1,1,1
ENSG00000129071,307,568,337,459,400,168,280,344
ENSG00000163914,0,0,0,0,0,0,0,0
ENSG00000178804,0,0,0,0,0,0,0,0
ENSG00000004399,855,1231,1239,3461,901,561,1097,3317
ENSG00000239437,0,0,0,0,0,0,0,0
ENSG00000248659,0,0,0,0,1,0,0,0
ENSG00000182923,84,83,103,88,71,45,77,54
ENSG00000088727,54,50,65,47,48,38,34,28
ENSG00000199994,0,0,0,0,0,0,0,0
ENSG00000174946,0,0,0,0,0,0,0,0
ENSG00000174944,0,0,1,1,0,0,1,0
ENSG00000239570,0,0,0,0,0,0,0,0
ENSG00000286273,0,0,0,0,0,0,0,0
ENSG00000138271,0,0,0,0,0,0,1,0
ENSG00000181631,0,0,0,0,0,0,0,0
ENSG00000169313,0,0,6,1,0,1,10,0
ENSG00000242810,0,0,0,0,0,0,0,0
ENSG00000242119,0,0,0,0,0,0,0,0
ENSG00000264330,0,0,0,0,0,0,0,0
ENSG00000152580,30,105,240,25,78,42,187,42
ENSG00000160799,202,232,274,246,171,110,131,145
ENSG00000173769,0,0,0,0,0,0,0,0
ENSG00000271937,0,0,0,0,0,0,0,0
ENSG00000179152,257,532,320,318,403,199,322,249
ENSG00000265470,0,0,0,0,0,0,0,0
ENSG00000136527,1694,2455,2219,2059,1177,858,996,735
ENSG00000244203,0,0,0,0,0,0,0,0
ENSG00000221264,0,0,0,0,0,0,0,0
ENSG00000274387,0,0,0,0,0,0,0,0
ENSG00000242094,1,0,1,0,1,0,0,1
ENSG00000277855,0,1,1,0,0,1,0,1
ENSG00000270562,2,1,3,0,4,2,1,4
ENSG00000272087,0,0,0,0,0,0,0,0
ENSG00000118849,363,110,287,69,420,253,319,58
ENSG00000118855,1714,1942,1496,1611,2340,1390,2056,1369
ENSG00000240207,26,13,45,18,26,19,28,12
ENSG00000243675,0,1,0,0,0,0,0,0
ENSG00000271778,5,1,3,2,3,1,2,0
ENSG00000272247,1,0,1,0,1,0,2,0
ENSG00000232374,0,0,0,1,0,0,0,1
ENSG00000279311,5,12,1,3,8,1,2,13
ENSG00000263634,0,0,0,0,0,0,0,0
ENSG00000244249,0,0,0,0,0,0,0,0
ENSG00000286913,2,2,4,6,2,3,4,2
ENSG00000243116,0,1,0,0,0,0,0,3
ENSG00000252763,0,0,0,0,0,0,0,0
ENSG00000242107,0,0,0,0,0,0,0,0
ENSG00000114861,551,301,470,370,419,281,329,185
ENSG00000175110,350,390,407,356,242,189,238,149
ENSG00000278234,0,0,0,0,0,0,0,0
ENSG00000243550,0,0,0,0,0,0,0,0
ENSG00000286501,0,0,1,1,0,0,0,1
ENSG00000144895,1198,1422,1173,1254,707,596,674,696
ENSG00000199075,0,0,0,0,0,0,0,0
ENSG00000136059,51,59,62,58,38,67,64,38
ENSG00000261167,24,31,25,19,16,14,15,19
ENSG00000114686,1121,1405,1123,1252,846,456,810,668
ENSG00000249020,0,0,1,0,0,0,0,0
ENSG00000248468,1,1,0,5,0,1,1,1
ENSG00000248530,0,0,1,0,0,0,0,1
ENSG00000251447,0,0,0,0,0,0,0,0
ENSG00000265859,0,0,0,0,0,0,0,0
ENSG00000240854,1,2,0,0,4,1,0,5
ENSG00000242899,0,2,0,0,1,0,2,1
ENSG00000196353,0,2,0,0,2,0,2,0
ENSG00000243188,0,0,0,0,0,0,0,0
ENSG00000241634,12,7,17,6,2,2,1,0
ENSG00000202379,0,1,2,0,0,0,0,0
ENSG00000276763,0,2,0,0,0,0,0,0
ENSG00000145198,2,1,1,11,0,0,0,7
ENSG00000173421,10,74,76,34,89,0,21,13
ENSG00000144821,113,80,139,20,17,178,48,5
ENSG00000114631,29,73,46,57,84,45,97,101
ENSG00000114626,169,246,212,194,134,124,210,163
ENSG00000287143,0,0,0,0,0,0,0,0
ENSG00000187715,0,0,1,0,0,0,0,0
ENSG00000201210,0,0,0,0,0,0,0,0
ENSG00000222627,0,0,0,0,0,0,0,0
ENSG00000239608,0,1,0,2,0,0,0,0
ENSG00000074416,1114,1484,1688,1027,2689,1371,1636,679
ENSG00000180353,95,182,30,115,903,5,262,72
ENSG00000243544,0,0,0,0,0,0,0,0
ENSG00000222057,0,0,0,0,0,0,0,0
ENSG00000173226,139,151,160,186,169,84,97,80
ENSG00000145088,6,9,6,14,21,1,10,7
ENSG00000163406,0,1,3,3,9,2,3,2
ENSG00000178732,0,2,0,3,3,2,1,4
ENSG00000065534,534,705,816,268,308,653,805,354
ENSG00000249993,0,0,0,0,0,0,0,0
ENSG00000214301,0,0,0,0,0,0,0,0
ENSG00000272832,0,0,0,0,0,0,0,0
ENSG00000250983,0,0,0,0,0,1,0,0
ENSG00000201827,0,0,0,0,0,0,0,0
ENSG00000091527,2788,4070,3289,3447,3521,1539,2538,2112
ENSG00000163781,690,891,1144,1115,610,316,505,398
ENSG00000229453,0,0,0,0,0,0,0,0
ENSG00000168779,9,11,1,13,15,1,8,35
ENSG00000187527,0,0,0,0,0,0,0,0
ENSG00000169855,798,4337,1034,1534,1887,590,785,2051
ENSG00000163632,1,0,2,3,1,1,0,0
ENSG00000233412,0,0,0,0,0,0,0,0
ENSG00000197584,0,0,0,0,0,0,0,0
ENSG00000196220,25,95,20,8,34,14,24,11
ENSG00000144550,1,0,0,0,0,0,0,1
ENSG00000185219,294,405,348,382,216,175,218,232
ENSG00000114857,935,1062,920,1034,599,618,560,623
ENSG00000198843,1589,4547,1603,2976,3171,873,1992,2668
ENSG00000155903,427,735,439,601,561,381,509,489
ENSG00000075651,140,312,149,305,302,79,92,265
ENSG00000183662,1,0,0,0,1,0,0,0
ENSG00000113811,255,527,195,338,293,124,227,238
ENSG00000114650,701,933,929,911,703,571,926,771
ENSG00000164054,2188,3001,2418,2646,3192,1538,2849,2017
ENSG00000154781,184,224,201,168,167,125,156,135
ENSG00000010318,37,47,49,38,29,19,26,33
ENSG00000178252,1209,1409,1010,1218,907,772,789,790
ENSG00000163931,3258,4499,3975,5691,2655,1230,2347,2834
ENSG00000248487,49,53,52,36,35,45,61,54
ENSG00000180767,1,0,0,0,0,0,1,2
ENSG00000163507,548,579,878,575,195,155,138,78
ENSG00000113851,161,177,170,143,161,127,158,101
ENSG00000242364,0,1,0,0,0,0,0,0
ENSG00000242741,0,0,0,0,0,0,1,0
ENSG00000278554,0,0,0,0,0,0,0,0
ENSG00000239454,0,0,0,0,0,0,0,0
ENSG00000223738,0,0,0,0,1,0,0,0
ENSG00000213452,0,1,0,0,4,1,1,0
ENSG00000113805,71,132,37,356,915,124,43,269
ENSG00000241022,0,0,0,0,0,0,0,0
ENSG00000242638,0,0,0,0,0,0,0,0
ENSG00000266780,0,0,0,0,0,0,0,0
ENSG00000287398,0,0,0,0,0,0,0,0
ENSG00000213300,8,5,9,10,3,2,2,2
ENSG00000228868,0,0,0,0,0,0,0,0
ENSG00000249253,0,0,0,0,0,0,0,0
ENSG00000197980,7,3,2,2,6,1,4,2
ENSG00000144843,148,30,109,141,39,147,97,77
ENSG00000174844,0,3,3,0,1,3,4,3
ENSG00000163882,332,358,419,399,329,184,305,316
ENSG00000182973,282,351,345,345,195,143,171,146
ENSG00000173531,69,38,38,63,36,39,44,62
ENSG00000188958,6,23,6,12,10,1,1,0
ENSG00000144741,100,150,103,111,134,101,102,82
ENSG00000206760,0,0,0,0,0,0,0,0
ENSG00000202363,0,0,0,0,0,0,0,0
ENSG00000286781,0,0,0,0,0,0,0,0
ENSG00000285885,0,0,0,0,0,0,0,0
ENSG00000230757,0,0,1,0,1,0,0,0
ENSG00000168314,0,1,1,1,1,0,0,1
ENSG00000144893,8,3,33,9,12,19,51,9
ENSG00000181555,945,941,1170,1019,637,614,751,745
ENSG00000178084,0,0,0,0,0,0,0,0
ENSG00000233576,0,0,0,0,0,0,0,0
ENSG00000207351,0,0,0,0,0,0,0,0
ENSG00000238020,0,0,0,0,0,0,0,0
ENSG00000186038,0,0,0,0,0,0,0,0
ENSG00000205955,0,0,1,0,1,0,0,0
ENSG00000273181,1,1,0,1,1,2,0,0
ENSG00000272721,1,1,2,6,3,0,1,0
ENSG00000228205,12,8,8,11,13,8,3,3
ENSG00000161204,592,850,631,758,578,399,610,517
ENSG00000168137,1223,1831,1355,1399,1097,872,914,995
ENSG00000263932,0,0,0,0,0,0,0,0
ENSG00000114770,401,491,490,477,404,327,642,548
ENSG00000223882,0,0,0,0,0,0,0,0
ENSG00000223529,1,2,0,2,0,0,0,0
ENSG00000186090,0,0,0,0,0,0,0,0
ENSG00000161202,1270,1872,1791,1586,1580,919,1429,1400
ENSG00000161203,7961,10367,8775,10735,7614,4499,8467,8507
ENSG00000270141,0,0,0,1,0,0,0,2
ENSG00000277925,0,0,0,0,0,0,0,0
ENSG00000184378,36,77,26,48,39,46,49,48
ENSG00000269889,2,5,5,1,2,1,1,2
ENSG00000085274,133,168,167,169,106,80,104,76
ENSG00000269984,4,8,12,12,7,6,4,10
ENSG00000171757,47,8,25,23,21,25,13,7
ENSG00000270135,0,0,0,0,0,0,0,0
ENSG00000270096,0,0,0,0,0,0,0,0
ENSG00000114248,0,0,0,0,0,0,0,0
ENSG00000240128,0,0,0,0,0,0,0,0
ENSG00000187033,0,0,0,0,0,0,0,0
ENSG00000244039,0,0,0,0,0,0,0,0
ENSG00000239219,3,1,0,0,1,0,0,0
ENSG00000244193,0,0,0,0,0,0,0,0
ENSG00000008952,2034,4752,2205,2578,3365,1676,2642,2632
ENSG00000240373,0,3,1,1,0,2,2,1
ENSG00000173890,3,14,5,9,18,16,16,19
ENSG00000201342,0,0,0,0,0,0,0,0
ENSG00000242583,0,0,0,0,0,0,0,0
ENSG00000188306,0,0,2,0,0,1,0,0
ENSG00000164081,318,369,381,382,464,256,396,320
ENSG00000288063,1,1,2,0,0,0,0,0
ENSG00000201595,0,0,0,0,0,0,0,0
ENSG00000164082,0,0,0,1,0,2,1,0
ENSG00000214686,0,0,0,0,0,0,0,0
ENSG00000230732,0,2,1,0,2,1,1,2
ENSG00000114503,1140,1683,1261,1285,1218,664,1088,1010
ENSG00000225578,1,0,3,3,1,1,1,2
ENSG00000270170,145,172,157,173,132,49,90,120
ENSG00000119227,70,48,68,96,30,86,169,152
ENSG00000286017,0,0,2,2,0,1,3,5
ENSG00000233487,0,0,0,0,0,0,0,0
ENSG00000163602,393,594,551,484,479,318,417,282
ENSG00000196428,414,474,480,588,345,318,335,262
ENSG00000206384,13,160,13,15,10,5,5,15
ENSG00000273328,0,0,0,0,1,0,0,0
ENSG00000273291,0,0,0,0,0,0,0,0
ENSG00000182983,32,4,15,18,6,46,26,11
ENSG00000206552,0,0,0,0,0,0,0,0
ENSG00000232375,0,0,0,0,0,0,0,0
ENSG00000227245,0,0,0,0,0,0,0,0
ENSG00000285766,0,0,0,0,0,0,0,0
ENSG00000163788,161,474,223,515,313,132,165,170
